"YEAR","SERIAL","MONTH","HWTFINL","CPSID","STATEFIP","COUNTY","FAMINC","FSSTATUS","FSRAWSCRA","FSSTATUSMD","FSSTMPVALC","FSTOTXPNC","FSRAWSCRM","FSFOODS","FSWROUTY","FSBAL","PERNUM","AGE","SEX","RACE","MARST","VETSTAT","HISPAN","EMPSTAT","EDUC","DIFFANY"
2022,20259,12,4536.3633,20221102020100,17,0,820,99,99,99,999,999,99,99,99,99,2,51,2,100,1,1,100,10,92,1
2022,20259,12,4536.3633,20221102020100,17,0,820,99,99,99,999,999,99,99,99,99,3,22,1,100,6,1,100,10,111,1
2022,20260,12,4728.5089,20221102020200,17,0,830,99,99,99,999,999,99,99,99,99,1,40,1,100,6,1,0,10,111,1
2022,20261,12,6185.5288,20211202007700,17,0,430,1,0,1,996,100,0,3,96,97,1,62,1,200,6,1,0,34,73,1
2022,20262,12,4189.7991,20211102003300,17,0,740,1,0,1,999,250,0,1,99,99,1,77,1,100,1,2,0,36,73,1
2022,20262,12,4189.7991,20211102003300,17,0,740,1,0,1,999,250,0,1,99,99,2,73,2,100,1,1,0,36,73,1
2022,20263,12,3775.7299,20221102020400,17,0,740,1,0,1,999,190,0,1,1,1,1,28,1,100,1,1,0,10,81,1
2022,20263,12,3775.7299,20221102020400,17,0,740,1,0,1,999,190,0,1,1,1,2,29,2,100,1,1,612,21,111,1
2022,20264,12,4419.644,20221002022400,17,0,842,1,1,1,999,240,0,2,1,2,1,29,1,100,1,1,0,10,92,1
2022,20264,12,4419.644,20221002022400,17,0,842,1,1,1,999,240,0,2,1,2,2,30,2,100,1,1,0,10,111,1
2022,20265,12,4174.4633,20211102003600,17,0,841,99,99,99,999,999,99,99,99,99,1,78,2,100,4,1,0,34,123,1
2022,20266,12,5310.6691,20221202026600,17,0,830,1,0,1,999,150,0,1,99,99,1,39,2,100,4,1,0,10,81,1
2022,20267,12,4303.4485,20211202008200,17,0,820,99,99,99,999,999,99,99,99,99,1,73,1,100,4,2,0,10,123,1
2022,20270,12,5078.5034,20221202027000,17,0,730,1,1,2,997,0,1,1,1,1,1,80,2,100,4,1,0,36,30,1
2022,20271,12,4511.308,20211002004800,17,0,843,1,0,1,999,250,0,1,99,99,1,63,2,100,1,1,0,36,111,1
2022,20271,12,4511.308,20211002004800,17,0,843,1,0,1,999,250,0,1,99,99,2,62,1,100,1,1,0,10,111,1
2022,20272,12,8615.7246,20221102021100,17,0,841,99,99,99,999,999,99,99,99,99,1,30,2,200,1,1,0,34,81,1
2022,20272,12,8615.7246,20221102021100,17,0,841,99,99,99,999,999,99,99,99,99,2,34,1,200,1,2,0,10,81,1
2022,20272,12,8615.7246,20221102021100,17,0,841,99,99,99,999,999,99,99,99,99,3,3,1,200,9,0,0,0,1,0
2022,20272,12,8615.7246,20221102021100,17,0,841,99,99,99,999,999,99,99,99,99,4,7,2,200,9,0,0,0,1,0
2022,20273,12,4540.2188,20210901997700,17,0,740,1,0,1,999,230,0,1,1,1,1,46,1,651,1,1,0,10,92,1
2022,20273,12,4540.2188,20210901997700,17,0,740,1,0,1,999,230,0,1,1,1,2,42,2,651,1,1,0,10,111,1
2022,20273,12,4540.2188,20210901997700,17,0,740,1,0,1,999,230,0,1,1,1,3,14,1,651,9,0,0,0,1,0
2022,20274,12,4919.765,20220902030500,17,0,830,1,0,1,999,510,0,1,1,1,1,38,2,100,6,1,0,10,81,1
2022,20275,12,4185.558,20210901997900,17,0,600,1,0,1,500,230,0,1,1,1,1,45,1,100,1,1,100,10,73,1
2022,20275,12,4185.558,20210901997900,17,0,600,1,0,1,500,230,0,1,1,1,2,45,2,100,1,1,100,34,73,1
2022,20275,12,4185.558,20210901997900,17,0,600,1,0,1,500,230,0,1,1,1,3,3,2,100,9,0,100,0,1,0
2022,20275,12,4185.558,20210901997900,17,0,600,1,0,1,500,230,0,1,1,1,4,12,1,100,9,0,100,0,1,0
2022,20275,12,4185.558,20210901997900,17,0,600,1,0,1,500,230,0,1,1,1,5,20,1,100,6,1,100,34,81,1
2022,20276,12,4509.9469,20221102021600,17,0,830,1,0,1,999,290,0,1,1,1,1,61,2,100,1,1,0,10,60,1
2022,20276,12,4509.9469,20221102021600,17,0,830,1,0,1,999,290,0,1,1,1,2,45,1,100,1,1,0,10,73,1
2022,20277,12,3564.8419,20211202009100,17,0,820,1,0,1,999,20,0,1,99,99,1,72,2,100,5,1,0,36,81,1
2022,20278,12,4590.7255,20221202027800,17,0,100,3,6,4,220,140,6,3,1,3,1,54,1,100,5,1,600,34,60,2
2022,20279,12,5692.6396,20211202009200,17,0,600,3,8,4,999,300,8,2,3,2,1,20,2,100,6,1,100,34,81,1
2022,20279,12,5692.6396,20211202009200,17,0,600,3,8,4,999,300,8,2,3,2,2,54,2,100,1,1,100,34,40,1
2022,20279,12,5692.6396,20211202009200,17,0,600,3,8,4,999,300,8,2,3,2,3,55,1,100,1,1,100,10,20,1
2022,20279,12,5692.6396,20211202009200,17,0,600,3,8,4,999,300,8,2,3,2,4,26,1,100,6,1,100,10,81,1
2022,20279,12,5692.6396,20211202009200,17,0,600,3,8,4,999,300,8,2,3,2,5,29,1,100,6,1,100,10,81,1
2022,20281,12,4303.4485,20211202009500,17,0,843,99,99,99,999,999,99,99,99,99,1,73,1,100,4,2,0,10,123,1
2022,20281,12,4303.4485,20211202009500,17,0,843,99,99,99,999,999,99,99,99,99,2,34,1,100,6,1,0,34,81,1
2022,20283,12,4179.5033,20221002023900,17,0,841,1,0,1,999,300,0,1,1,1,1,61,1,100,1,1,0,10,73,1
2022,20283,12,4179.5033,20221002023900,17,0,841,1,0,1,999,300,0,1,1,1,2,61,2,100,1,1,0,34,92,1
2022,20283,12,4179.5033,20221002023900,17,0,841,1,0,1,999,300,0,1,1,1,3,26,2,100,6,1,0,10,124,1
2022,20283,12,4179.5033,20221002023900,17,0,841,1,0,1,999,300,0,1,1,1,4,29,1,100,1,1,0,10,73,1
2022,20283,12,4179.5033,20221002023900,17,0,841,1,0,1,999,300,0,1,1,1,5,32,1,100,6,1,0,10,91,1
2022,20283,12,4179.5033,20221002023900,17,0,841,1,0,1,999,300,0,1,1,1,6,29,2,100,1,1,0,10,91,1
2022,20287,12,5120.1506,20211202010100,17,0,830,99,99,99,999,999,99,99,99,99,1,40,1,100,1,1,0,10,123,1
2022,20287,12,5120.1506,20211202010100,17,0,830,99,99,99,999,999,99,99,99,99,2,41,2,100,1,1,0,10,111,1
2022,20289,12,6483.8846,20210901998900,17,0,841,1,0,1,999,150,0,1,99,99,1,25,2,651,6,1,0,10,123,1
2022,20290,12,4775.1745,20221102022400,17,0,842,1,0,1,999,350,0,1,99,99,1,37,2,100,1,1,0,10,111,1
2022,20290,12,4775.1745,20221102022400,17,0,842,1,0,1,999,350,0,1,99,99,2,38,1,100,1,1,0,10,111,1
2022,20290,12,4775.1745,20221102022400,17,0,842,1,0,1,999,350,0,1,99,99,3,1,2,100,9,0,0,0,1,0
2022,20290,12,4775.1745,20221102022400,17,0,842,1,0,1,999,350,0,1,99,99,4,4,2,100,9,0,0,0,1,0
2022,20293,12,7319.9446,20211202010700,17,0,710,99,99,99,999,999,99,99,99,99,1,65,2,200,6,1,0,36,91,1
2022,20293,12,7319.9446,20211202010700,17,0,710,99,99,99,999,999,99,99,99,99,2,80,1,200,1,2,0,36,81,2
2022,20293,12,7319.9446,20211202010700,17,0,710,99,99,99,999,999,99,99,99,99,3,85,2,200,1,1,0,36,73,1
2022,20294,12,4915.9436,20211102005900,17,0,843,1,0,1,999,330,0,1,99,99,1,58,1,100,1,1,0,10,111,1
2022,20294,12,4915.9436,20211102005900,17,0,843,1,0,1,999,330,0,1,99,99,2,55,1,100,1,1,0,10,123,1
2022,20296,12,7764.0928,20221002024800,17,0,600,1,0,1,999,0,0,1,1,1,1,85,1,300,5,1,100,36,73,2
2022,20298,12,5693.449,20210901999400,17,0,710,3,6,1,999,50,0,3,2,2,1,74,2,200,5,1,0,36,111,2
2022,20299,12,4904.0038,20211202011200,17,0,740,1,0,1,999,210,0,1,99,99,1,32,1,100,6,1,0,10,92,1
2022,20302,12,5549.9927,20211102006300,17,0,841,1,0,1,999,470,0,1,99,99,1,33,1,651,6,1,0,10,111,1
2022,20302,12,5549.9927,20211102006300,17,0,841,1,0,1,999,470,0,1,99,99,2,31,2,803,6,1,0,10,123,1
2022,20303,12,4775.1745,20221102023300,17,0,842,1,0,1,999,470,0,1,99,99,1,36,2,100,6,1,0,10,111,1
2022,20303,12,4775.1745,20221102023300,17,0,842,1,0,1,999,470,0,1,99,99,2,33,2,100,6,1,0,10,111,1
2022,20305,12,4255.5093,20221002025300,17,0,843,1,0,1,999,0,0,1,99,99,1,49,1,651,1,1,0,10,73,1
2022,20305,12,4255.5093,20221002025300,17,0,843,1,0,1,999,0,0,1,99,99,2,45,2,651,1,1,0,10,73,1
2022,20305,12,4255.5093,20221002025300,17,0,843,1,0,1,999,0,0,1,99,99,3,18,1,651,6,1,0,34,81,1
2022,20305,12,4255.5093,20221002025300,17,0,843,1,0,1,999,0,0,1,99,99,4,24,2,651,6,1,0,10,111,1
2022,20308,12,4174.7412,20220902032900,17,0,841,1,0,1,999,170,0,1,1,1,1,62,2,100,1,2,0,34,73,1
2022,20308,12,4174.7412,20220902032900,17,0,841,1,0,1,999,170,0,1,1,1,2,62,1,100,1,2,0,10,81,1
2022,20308,12,4174.7412,20220902032900,17,0,841,1,0,1,999,170,0,1,1,1,3,34,1,100,1,1,0,10,81,1
2022,20308,12,4174.7412,20220902032900,17,0,841,1,0,1,999,170,0,1,1,1,4,2,2,100,9,0,0,0,1,0
2022,20308,12,4174.7412,20220902032900,17,0,841,1,0,1,999,170,0,1,1,1,5,34,2,100,1,1,0,10,111,1
2022,20309,12,8086.5723,20221002025700,17,0,740,1,0,1,999,110,0,1,99,99,1,26,1,300,6,1,0,10,111,1
2022,20311,12,4470.9203,20211102007000,17,0,820,1,0,1,999,330,0,1,99,99,1,57,1,810,1,2,0,32,92,1
2022,20311,12,4470.9203,20211102007000,17,0,820,1,0,1,999,330,0,1,99,99,2,55,2,100,1,1,0,10,81,1
2022,20313,12,5269.4349,20220902033100,17,0,843,1,0,1,999,160,0,1,99,99,1,60,1,100,6,1,0,10,111,1
2022,20315,12,4466.6646,20221102024500,17,0,843,1,0,1,999,430,0,1,99,99,1,33,2,100,1,1,100,10,123,1
2022,20315,12,4466.6646,20221102024500,17,0,843,1,0,1,999,430,0,1,99,99,2,35,1,100,1,1,100,10,92,1
2022,20316,12,4943.0406,20221202031600,17,0,841,1,0,1,999,530,0,1,99,99,1,33,1,100,6,1,0,10,123,1
2022,20319,12,6730.7398,20221202031900,17,0,842,1,2,1,999,330,0,2,2,2,1,58,1,100,4,1,100,10,111,1
2022,20319,12,6730.7398,20221202031900,17,0,842,1,2,1,999,330,0,2,2,2,2,53,1,100,5,1,100,10,50,1
2022,20320,12,7302.7213,20211002007800,17,0,210,2,3,1,840,550,0,3,1,2,1,40,2,200,6,1,0,21,73,1
2022,20320,12,7302.7213,20211002007800,17,0,210,2,3,1,840,550,0,3,1,2,2,11,1,200,9,0,0,0,1,0
2022,20320,12,7302.7213,20211002007800,17,0,210,2,3,1,840,550,0,3,1,2,3,14,1,200,9,0,0,0,1,0
2022,20320,12,7302.7213,20211002007800,17,0,210,2,3,1,840,550,0,3,1,2,4,19,1,200,6,1,0,10,71,1
2022,20322,12,4734.2777,20211002008000,17,0,600,1,1,1,250,0,0,1,2,1,1,63,1,200,6,1,0,32,50,2
2022,20323,12,8061.9453,20221102024900,17,0,841,1,0,1,999,180,0,1,99,99,1,56,2,200,1,1,0,36,92,1
2022,20323,12,8061.9453,20221102024900,17,0,841,1,0,1,999,180,0,1,99,99,2,75,1,200,1,2,0,36,81,1
2022,20325,12,5306.7634,20210902001200,17,0,843,1,0,1,999,210,0,1,99,99,1,45,2,100,1,1,0,10,111,1
2022,20325,12,5306.7634,20210902001200,17,0,843,1,0,1,999,210,0,1,99,99,2,47,1,200,1,1,0,10,92,1
2022,20325,12,5306.7634,20210902001200,17,0,843,1,0,1,999,210,0,1,99,99,3,2,1,801,9,0,0,0,1,0
2022,20325,12,5306.7634,20210902001200,17,0,843,1,0,1,999,210,0,1,99,99,4,4,1,801,9,0,0,0,1,0
2022,20326,12,4820.4567,20220902034100,17,0,830,99,99,99,999,999,99,99,99,99,1,66,1,100,1,1,611,10,40,1
2022,20326,12,4820.4567,20220902034100,17,0,830,99,99,99,999,999,99,99,99,99,2,70,2,100,1,1,611,36,111,1
2022,20327,12,8047.59,20221002027000,17,0,843,99,99,99,999,999,99,99,99,99,1,48,2,200,1,1,100,10,73,1
2022,20327,12,8047.59,20221002027000,17,0,843,99,99,99,999,999,99,99,99,99,2,45,1,200,1,1,100,10,10,1
2022,20327,12,8047.59,20221002027000,17,0,843,99,99,99,999,999,99,99,99,99,3,23,1,200,6,1,100,32,111,1
2022,20328,12,4622.4099,20210902001600,17,0,740,3,7,3,999,200,5,3,3,3,1,66,1,100,1,1,0,36,123,1
2022,20328,12,4622.4099,20210902001600,17,0,740,3,7,3,999,200,5,3,3,3,2,59,2,651,1,1,0,10,123,1
2022,20330,12,4454.1222,20221002027400,17,0,830,1,0,1,999,190,0,1,99,99,1,52,1,100,6,1,0,10,124,1
2022,20332,12,4168.4772,20211002009400,17,0,830,1,0,1,999,50,0,1,99,99,1,76,2,100,5,1,0,36,50,1
2022,20335,12,5102.7463,20221102026600,17,0,600,1,1,1,400,210,0,1,1,1,1,80,1,100,1,1,100,36,73,1
2022,20335,12,5102.7463,20221102026600,17,0,600,1,1,1,400,210,0,1,1,1,2,76,2,100,1,1,100,36,20,1
2022,20335,12,5102.7463,20221102026600,17,0,600,1,1,1,400,210,0,1,1,1,3,40,1,100,6,1,100,21,125,1
2022,20335,12,5102.7463,20221102026600,17,0,600,1,1,1,400,210,0,1,1,1,4,45,1,100,6,1,100,34,30,1
2022,20336,12,5005.6802,20221002028400,17,0,830,1,0,1,999,150,0,1,99,99,1,26,2,100,1,1,0,10,111,1
2022,20336,12,5005.6802,20221002028400,17,0,830,1,0,1,999,150,0,1,99,99,2,31,1,100,1,1,100,10,73,1
2022,20338,12,5306.7634,20210902002700,17,0,830,1,1,1,999,220,0,1,2,1,1,48,2,100,6,1,0,10,123,1
2022,20339,12,5085.1177,20221102027400,17,0,842,99,99,99,999,999,99,99,99,99,1,66,1,200,4,1,0,10,125,1
2022,20341,12,5096.3464,20220902035800,17,0,710,2,1,1,999,0,0,2,2,1,1,43,2,100,1,1,100,34,20,1
2022,20341,12,5096.3464,20220902035800,17,0,710,2,1,1,999,0,0,2,2,1,2,45,1,100,1,1,100,10,20,1
2022,20341,12,5096.3464,20220902035800,17,0,710,2,1,1,999,0,0,2,2,1,3,8,1,100,9,0,100,0,1,0
2022,20341,12,5096.3464,20220902035800,17,0,710,2,1,1,999,0,0,2,2,1,4,18,1,100,6,1,100,34,71,1
2022,20341,12,5096.3464,20220902035800,17,0,710,2,1,1,999,0,0,2,2,1,5,22,2,100,6,1,100,10,81,1
2022,20343,12,5295.1755,20220902036100,17,0,600,99,99,99,999,999,99,99,99,99,1,37,2,100,1,1,100,10,92,1
2022,20343,12,5295.1755,20220902036100,17,0,600,99,99,99,999,999,99,99,99,99,2,39,1,100,1,1,100,10,73,1
2022,20347,12,4036.1928,20221102028500,17,0,820,1,0,1,999,300,0,1,1,1,1,42,2,100,1,1,200,34,81,1
2022,20347,12,4036.1928,20221102028500,17,0,820,1,0,1,999,300,0,1,1,1,2,44,1,100,1,1,100,34,20,1
2022,20347,12,4036.1928,20221102028500,17,0,820,1,0,1,999,300,0,1,1,1,3,14,1,100,9,0,100,0,1,0
2022,20347,12,4036.1928,20221102028500,17,0,820,1,0,1,999,300,0,1,1,1,4,16,1,100,6,0,100,34,60,1
2022,20347,12,4036.1928,20221102028500,17,0,820,1,0,1,999,300,0,1,1,1,5,20,2,100,6,1,100,34,81,1
2022,20347,12,4036.1928,20221102028500,17,0,820,1,0,1,999,300,0,1,1,1,6,22,2,100,6,1,100,34,81,1
2022,20347,12,4036.1928,20221102028500,17,0,820,1,0,1,999,300,0,1,1,1,7,25,2,100,6,1,100,10,81,1
2022,20348,12,5407.3014,20221002029900,17,0,300,1,1,2,240,200,1,2,2,1,1,69,2,200,5,1,0,32,73,1
2022,20349,12,5066.645,20220902036500,17,0,500,99,99,99,999,999,99,99,99,99,1,68,2,200,4,1,0,36,73,1
2022,20352,12,9434.0398,20221102028900,17,0,470,3,8,3,996,100,4,3,3,2,1,54,1,200,6,1,0,32,81,2
2022,20356,12,5674.7502,20211202016800,17,0,730,1,0,1,999,110,0,1,1,1,1,25,2,100,6,1,200,10,123,1
2022,20356,12,5674.7502,20211202016800,17,0,730,1,0,1,999,110,0,1,1,1,2,53,1,100,2,1,611,21,73,1
2022,20357,12,4591.1995,20221102029100,17,0,843,1,0,1,999,280,0,1,99,99,1,42,2,100,1,1,0,10,111,1
2022,20357,12,4591.1995,20221102029100,17,0,843,1,0,1,999,280,0,1,99,99,2,41,1,100,1,1,0,10,123,1
2022,20357,12,4591.1995,20221102029100,17,0,843,1,0,1,999,280,0,1,99,99,3,6,2,100,9,0,0,0,1,0
2022,20359,12,4917.9894,20221102029300,17,0,300,99,99,99,999,999,99,99,99,99,1,61,1,100,5,2,0,36,81,2
2022,20359,12,4917.9894,20221102029300,17,0,300,99,99,99,999,999,99,99,99,99,2,32,1,100,6,1,0,34,123,1
2022,20360,12,4521.2363,20211002012800,17,0,843,99,99,99,999,999,99,99,99,99,1,40,2,100,1,1,0,10,123,1
2022,20360,12,4521.2363,20211002012800,17,0,843,99,99,99,999,999,99,99,99,99,2,38,1,100,1,1,0,10,92,1
2022,20362,12,4174.4633,20211102012600,17,0,740,1,0,1,999,100,0,1,99,99,1,79,2,100,5,1,0,36,111,1
